95|1|S|9 
95|1|M|15 
95|1|L|3 
95|2|S|15 
95|2|M|17 
95|2|L|18 
96|1|S|20 
96|1|M|7 
96|1|L|5 
96|2|S|19 
96|2|M|4 
96|2|L|16 
97|1|8|3 
97|1|9|21 
97|1|10|23 
97|2|8|21 
97|2|9|25 
97|2|10|14 
98|1|8|23 
98|1|9|25 
98|1|10|7 
98|2|8|10 
98|2|9|10 
98|2|10|20 
99|1|S|24 
99|1|M|2 
99|1|L|24 
99|2|S|5 
99|2|M|6 
99|2|L|19 
100|1|8|22 
100|1|9|10 
100|1|10|20 
100|2|8|23 
100|2|9|14 
100|2|10|22 
